date,V1_macro_gate_mcap_net_value,V2_kospi_buy_and_hold_net_value,V3_cash_net_value
2010-03-15,1.0,0.9904234168275932,1.0
2010-03-16,1.0,0.9897170964085613,1.0
2010-03-17,1.0,1.0109278728885471,1.0
2010-03-18,1.0,1.006514220786896,1.0
2010-03-19,1.0,1.0133217608862832,1.0
2010-03-22,1.0,1.0054763688247732,1.0
2010-03-23,1.0,1.0112503912938038,1.0
2010-03-24,1.0,1.0109987376970302,1.0
2010-03-25,1.0,1.015696655003996,1.0
2010-03-26,1.0,1.0214836552167559,1.0
2010-03-29,1.0,1.018289557145147,1.0
2010-03-30,1.0,1.0235514798629588,1.0
2010-03-31,1.0,1.0193561263500388,1.0
2010-04-01,1.0,1.0355891651690812,1.0
2010-04-02,1.0,1.0386548733990013,1.0
2010-04-05,1.0,1.0400729137426468,1.0
2010-04-06,1.0,1.0410500937697715,1.0
2010-04-07,1.0,1.0417546680224508,1.0
2010-04-08,1.0,1.0462886235942437,1.0
2010-04-09,1.0,1.0408884218366319,1.0
2010-04-12,1.0,1.033073260366813,1.0
2010-04-13,1.0,1.033515620371269,1.0
2010-04-14,1.0,1.0487701947271058,1.0
2010-04-15,1.0,1.0543133310936232,1.0
2010-04-16,1.0,1.048823817865276,1.0
2010-04-19,1.0,1.0314353665736429,1.0
2010-04-20,1.0,1.0394073069810492,1.0
2010-04-21,1.0,1.0576478823621192,1.0
2010-04-22,1.0,1.053158992279611,1.0
2010-04-23,1.0,1.05200156872904,1.0
2010-04-26,1.0,1.0614121817278128,1.0
2010-04-27,1.0,1.0600808387407996,1.0
2010-04-28,1.0,1.0511108611582929,1.0
2010-04-29,1.0,1.0482461751631191,1.0
2010-04-30,1.0,1.056704549966459,1.0
2010-05-03,1.0,1.0448031756714966,1.0
2010-05-04,1.0,1.0436816300513014,1.0
2010-05-06,1.0,1.0234209057221153,1.0
2010-05-07,1.0,1.0011584818595303,1.0
2010-05-10,1.0,1.0199664017250958,1.0
2010-05-11,1.0,1.0160263452636564,1.0
2010-05-12,1.0,1.0110914391790473,1.0
2010-05-13,1.0,1.0307135596973345,1.0
2010-05-14,1.0,1.0320172071821738,1.0
2010-05-17,1.0,1.0058700198080994,1.0
2010-05-18,1.0,1.0018224308018826,1.0
2010-05-19,1.0,0.994658842005852,1.0
2010-05-20,1.0,0.9769771376474468,1.0
2010-05-24,1.0,0.9804651843878317,1.0
2010-05-25,1.0,0.9539345114233015,1.0
2010-05-26,1.0,0.9679876307162303,1.0
2010-05-27,1.0,0.984080449864803,1.0
2010-05-28,1.0,0.9937403687788688,1.0
2010-05-31,1.0,1.0054142279542764,1.0
2010-06-01,1.0,0.9992469016413019,1.0
2010-06-03,1.0,1.0189951220062772,1.0
2010-06-04,1.0,1.0208884005954828,1.0
2010-06-07,1.0,1.0052387380811079,1.0
2010-06-08,1.0,1.0138330959492685,1.0
2010-06-09,1.0,1.011616510619391,1.0
2010-06-10,1.0,1.014610762905355,1.0
2010-06-11,1.0,1.0296309878271253,1.0
2010-06-14,1.0,1.0392634862530425,1.0
2010-06-15,1.0,1.039273976268801,1.0
2010-06-16,1.0,1.049026188451128,1.0
2010-06-17,1.0,1.0510215468930608,1.0
2010-06-18,1.0,1.0536820016193995,1.0
2010-06-21,1.0,1.0712093226136958,1.0
2010-06-22,1.0,1.0665218483306904,1.0
2010-06-23,1.0,1.0633165534100792,1.0
2010-06-24,1.0,1.0721933005754243,1.0
2010-06-25,1.0,1.0663993284987157,1.0
2010-06-28,1.0,1.0680064056097711,1.0
2010-06-29,1.0,1.0532748242447632,1.0
2010-06-30,1.0,1.0479667024853763,1.0
2010-07-01,1.0,1.0410510487057185,1.0
2010-07-02,1.0,1.032714182694116,1.0
2010-07-05,1.0,1.0354590683275733,1.0
2010-07-06,1.0,1.041724476260583,1.0
2010-07-07,1.0,1.0362432890067965,1.0
2010-07-08,1.0,1.0507657977001037,1.0
2010-07-09,1.0,1.0662287415981657,1.0
2010-07-12,1.0,1.0733711889675157,1.0
2010-07-13,1.0,1.0743558566993434,1.0
2010-07-14,1.0,1.0891516958616287,1.0
2010-07-15,1.0,1.0852281850576633,1.0
2010-07-16,1.0,1.077786340368248,1.0
2010-07-19,1.0,1.0740431902824195,1.0
2010-07-20,1.0,1.0773666026654214,1.0
2010-07-21,1.0,1.085296427523343,1.0
2010-07-22,1.0,1.0776352153015147,1.0
2010-07-23,1.0,1.0922024498829839,1.0
2010-07-26,1.0,1.09939375247821,1.0
2010-07-27,1.0,1.0991707017727843,1.0
2010-07-28,1.0,1.1027123900418083,1.0
2010-07-29,1.0,1.1014610221489598,1.0
2010-07-30,1.0,1.09488793991898,1.0
2010-08-02,1.0,1.109827463816159,1.0
2010-08-03,1.0,1.1153904908726922,1.0
2010-08-04,1.0,1.1150019010629686,1.0
2010-08-05,1.0,1.1120896567024878,1.0
2010-08-06,1.0,1.11250291208936,1.0
2010-08-09,1.0,1.1166946223955025,1.0
2010-08-10,1.0,1.1115421773139404,1.0
2010-08-11,1.0,1.0976081589957125,1.0
2010-08-12,1.0,1.0751777113117131,1.0
2010-08-13,1.0,1.090800040069069,1.0
2010-08-16,1.0,1.0892624944086533,1.0
2010-08-17,1.0,1.0968697163525256,1.0
2010-08-18,1.0,1.1015974193305234,1.0
2010-08-19,1.0,1.1129852553943909,1.0
2010-08-20,1.0,1.1107718645305646,1.0
2010-08-23,1.0,1.106473634786802,1.0
2010-08-24,1.0,1.1024541704789326,1.0
2010-08-25,1.0,1.0866734631027073,1.0
2010-08-26,1.0,1.0838182771546785,1.0
2010-08-27,1.0,1.0839861137912403,1.0
2010-08-30,1.0,1.1033544852905777,1.0
2010-08-31,1.0,1.092929741052226,1.0
2010-09-01,1.0,1.107197216587418,1.0
2010-09-02,1.0,1.1145818890206405,1.0
2010-09-03,1.0,1.1176535661905758,1.0
2010-09-06,1.0,1.1257531822428166,1.0
2010-09-07,1.0,1.1231489318186922,1.0
2010-09-08,1.0,1.11816472061339,1.0
2010-09-09,1.0,1.1218965850809481,1.0
2010-09-10,1.0,1.1337498088983287,1.0
2010-09-13,1.0,1.144635486428327,1.0
2010-09-14,1.0,1.142786674849744,1.0
2010-09-15,1.0,1.148633708876287,1.0
2010-09-16,1.0,1.1414817172552356,1.0
2010-09-17,1.0,1.1516729429528534,1.0
2010-09-20,1.0,1.1553429270234246,1.0
2010-09-24,1.0,1.1649073480174894,1.0
2010-09-27,1.0,1.174602084753779,1.0
2010-09-28,1.0,1.171882940780699,1.0
2010-09-29,1.0,1.1790621207517558,1.0
2010-09-30,1.0,1.18345310969708,1.0
2010-10-01,1.0,1.1865963162601614,1.0
2010-10-04,1.0,1.188810154520419,1.0
2010-10-05,1.0,1.1890856091138124,1.0
2010-10-06,1.0,1.2054914995815973,1.0
2010-10-07,1.0,1.2041199604413049,1.0
2010-10-08,1.0,1.202182128592043,1.0
2010-10-11,1.0,1.1981010363904394,1.0
2010-10-12,1.0,1.1846051242695972,1.0
2010-10-13,1.0,1.1902782701452876,1.0
2010-10-14,1.0,1.2058510419250728,1.0
2010-10-15,1.0,1.2077688037940595,1.0
2010-10-18,1.0,1.1911438508024503,1.0
2010-10-19,1.0,1.1798810849013939,1.0
2010-10-20,1.0,1.1886142836268563,1.0
2010-10-21,1.0,1.1918460233523795,1.0
2010-10-22,1.0,1.2066872255318115,1.0
2010-10-25,1.0,1.2190212612674938,1.0
2010-10-26,1.0,1.2217271450500775,1.0
2010-10-27,1.0,1.2158992553901462,1.0
2010-10-28,1.0,1.2152397580153986,1.0
2010-10-29,1.0,1.1997977198307908,1.0
2010-11-01,1.0,1.2209138587551536,1.0
2010-11-02,1.0,1.2234838363489395,1.0
2010-11-03,1.0,1.2353859915578553,1.0
2010-11-04,1.0,1.2401547045323136,1.0
2010-11-05,1.0,1.2385198676848286,1.0
2010-11-08,1.0,1.2409128435736014,1.0
2010-11-09,1.0,1.244427364447885,1.0
2010-11-10,1.0,1.2578939506883933,1.0
2010-11-11,1.0,1.2245300191078634,1.0
2010-11-12,1.0,1.2240236443254964,1.0
2010-11-15,1.0,1.225334823067572,1.0
2010-11-16,1.0,1.2168175769949385,1.0
2010-11-17,1.0,1.2160945563374705,1.0
2010-11-18,1.0,1.2361637996168744,1.0
2010-11-19,1.0,1.2449794381893067,1.0
2010-11-22,1.0,1.248162525425369,1.0
2010-11-23,1.0,1.2386380113372903,1.0
2010-11-24,1.0,1.237525675286311,1.0
2010-11-25,1.0,1.2389680851842864,1.0
2010-11-26,1.0,1.2226238335126944,1.0
2010-11-29,1.0,1.2188894299070205,1.0
2010-11-30,1.0,1.22520310710542,1.0
2010-12-01,1.0,1.241654858326574,1.0
2010-12-02,1.0,1.2555713663520434,1.0
2010-12-03,1.0,1.2607675495102206,1.0
2010-12-06,1.0,1.2590703012131554,1.0
2010-12-07,1.0,1.2651971483988553,1.0
2010-12-08,1.0,1.2611794428964176,1.0
2010-12-09,1.0,1.2829911786529662,1.0
2010-12-10,1.0,1.2815637890607374,1.0
2010-12-13,1.0,1.2886811938333715,1.0
2010-12-14,1.0,1.2973184193784641,1.0
2010-12-15,1.0,1.3031685005719855,1.0
2010-12-16,1.0,1.2981264382801179,1.0
2010-12-17,1.0,1.3096557944169347,1.0
2010-12-20,1.0,1.3062077830217014,1.0
2010-12-21,1.0,1.3177288548032504,1.0
2010-12-22,1.0,1.318735658847747,1.0
2010-12-23,1.0,1.3185731296700238,1.0
2010-12-24,1.0,1.31397531430272,1.0
2010-12-27,1.0,1.3096245664166517,1.0
2010-12-28,1.0,1.3171556069434964,1.0
2010-12-29,1.0,1.3242098100361581,1.0
2010-12-30,1.0,1.3293489579737485,1.0
2011-01-03,1.0,1.3421952563010275,1.0
2011-01-04,1.0,1.352696837723577,1.0
2011-01-05,1.0,1.3520834575056342,1.0
2011-01-06,1.0,1.3494502294677946,1.0
2011-01-07,1.0,1.3555385177734247,1.0
2011-01-10,1.0,1.3525184199674636,1.0
2011-01-11,1.0,1.3578565979611457,1.0
2011-01-12,1.0,1.3628680699136568,1.0
2011-01-13,1.0,1.3597521299593391,1.0
2011-01-14,1.0,1.3725947414141673,1.0
2011-01-17,1.0,1.3676695558373133,1.0
2011-01-18,1.0,1.366110464814151,1.0
2011-01-19,1.0,1.3792365213975442,1.0
2011-01-20,1.0,1.3737388255917307,1.0
2011-01-21,1.0,1.3502407549995026,1.0
2011-01-24,1.0,1.3586309918231525,1.0
2011-01-25,1.0,1.3619222530832993,1.0
2011-01-26,1.0,1.3779206394358101,1.0
2011-01-27,1.0,1.3815368817977636,1.0
2011-01-28,1.0,1.377662611658553,1.0
2011-01-31,1.0,1.3534269297338697,1.0
2011-02-01,1.0,1.3555081100880781,1.0
2011-02-07,1.0,1.3626679407147293,1.0
2011-02-08,1.0,1.3553606591355318,1.0
2011-02-09,1.0,1.3400687842567809,1.0
2011-02-10,1.0,1.31633104531362,1.0
2011-02-11,1.0,1.2962727113163188,1.0
2011-02-14,1.0,1.3214515864963365,1.0
2011-02-15,1.0,1.31919790916448,1.0
2011-02-16,1.0,1.305577292477639,1.0
2011-02-17,1.0,1.2985807961191942,1.0
2011-02-18,1.0,1.3226897583493171,1.0
2011-02-21,1.0,1.3181743638615726,1.0
2011-02-22,1.0,1.2955897073228801,1.0
2011-02-23,1.0,1.2903290161841867,1.0
2011-02-24,1.0,1.2832548880505912,1.0
2011-02-25,1.0,1.2927030323216828,1.0
2011-02-28,1.0,1.2773149345904844,1.0
2011-03-02,1.0,1.2705033193630288,1.0
2011-03-03,1.0,1.2989622363080324,1.0
2011-03-04,1.0,1.321671929488593,1.0
2011-03-07,1.0,1.306126168064711,1.0
2011-03-08,1.0,1.3170571710884043,1.0
2011-03-09,1.0,1.3209793496611248,1.0
2011-03-10,1.0,1.3082766364412324,1.0
2011-03-11,1.0,1.2914316194054216,1.0
2011-03-14,1.0,1.3045164140110346,1.0
2011-03-15,1.0,1.2737434883717864,1.0
2011-03-16,1.0,1.2969215692024034,1.0
2011-03-17,1.0,1.298156124941277,1.0
2011-03-18,1.0,1.313306502007526,1.0
2011-03-21,1.0,1.3285182509052946,1.0
2011-03-22,1.0,1.33599672490647,1.0
2011-03-23,1.0,1.33565300384841,1.0
2011-03-24,1.0,1.3524945882304151,1.0
2011-03-25,1.0,1.3643676267495257,1.0
2011-03-28,1.0,1.3664919912489737,1.0
2011-03-29,1.0,1.3773399293350561,1.0
2011-03-30,1.0,1.3907974954906233,1.0
2011-03-31,1.0,1.401479973279,1.0
2011-04-01,1.0005678078197806,1.4114112873246576,1.0
2011-04-04,0.9896536581422304,1.4088874227672128,1.0
2011-04-05,0.9968899874752623,1.4190117750002413,1.0
2011-04-06,1.0065300744128094,1.4174357466760565,1.0
2011-04-07,1.0008275486017157,1.4148967876098546,1.0
2011-04-08,1.0011427620932714,1.4195366975334358,1.0
2011-04-11,1.000656222536213,1.4161771029124242,1.0
2011-04-12,0.9815202401417502,1.394512406995924,1.0
2011-04-13,1.0093394696799152,1.416763550497483,1.0
2011-04-14,1.0334233523791934,1.4302758704869125,1.0
2011-04-15,1.028532446829785,1.4304668577799522,1.0
2011-04-18,1.027738995695516,1.4298796102125293,1.0
2011-04-19,1.0176909575926645,1.4204988320443068,1.0
2011-04-20,1.0423158827836152,1.4529815097880736,1.0
2011-04-21,1.047617030870625,1.4736457530329983,1.0
2011-04-22,1.0441981796903221,1.4739130379290937,1.0
2011-04-25,1.0654669571002726,1.4872007224416959,1.0
2011-04-26,1.0586140199856062,1.4813786466918124,1.0
2011-04-27,1.0510391369078695,1.4835671171396654,1.0
2011-04-28,1.0677952138044815,1.4857934556685108,1.0
2011-04-29,1.0484096316757652,1.4765086511784815,1.0
2011-05-02,1.0724700740965414,1.5019627452501632,1.0
2011-05-03,1.0507841340419077,1.4837718867074203,1.0
2011-05-04,1.03353679651768,1.4709786745169773,1.0
2011-05-06,1.0155988068111392,1.4494672912604238,1.0
2011-05-09,1.0116436630280294,1.4443455425309517,1.0
2011-05-11,1.025322329128259,1.4634944466204671,1.0
2011-05-12,0.9929576593171071,1.4343694292743394,1.0
2011-05-13,0.9929368746439015,1.433783889606665,1.0
2011-05-16,0.9773151924417524,1.4235659264856093,1.0
2011-05-17,0.9792612308643379,1.4229115950201738,1.0
2011-05-18,1.009562665453474,1.4463282594809699,1.0
2011-05-19,0.9927706233731391,1.4195990792325472,1.0
2011-05-20,1.00614171775285,1.4308613399554362,1.0
2011-05-23,0.9689386240866382,1.3939466868676385,1.0
2011-05-24,0.9694476804254756,1.3985350338948284,1.0
2011-05-25,0.9634992428540909,1.3815930817156237,1.0
2011-05-26,1.0040262438268597,1.4204114965790007,1.0
2011-05-27,1.0106235166931674,1.426531902557012,1.0
2011-05-30,1.010232653367842,1.4227213188830357,1.0
2011-05-31,1.044387229462669,1.4566668379314278,1.0
2011-06-01,1.0315678210865245,1.4566207017566688,1.0
2011-06-02,1.0238694192620288,1.4386763924510986,1.0
2011-06-03,1.0229075267618153,1.4391109519275687,1.0
2011-06-07,1.0091159543065424,1.4306163027022523,1.0
2011-06-08,0.9898817825309236,1.420132809408418,1.0
2011-06-09,0.9725010877518047,1.4126146012251193,1.0
2011-06-10,0.9621404047158543,1.3964152360451614,1.0
2011-06-13,0.9766254471610796,1.3984828817452974,1.0
2011-06-14,0.9996491928812126,1.418330324613204,1.0
2011-06-15,0.999831592072691,1.4254040280383053,1.0
2011-06-16,0.9762357660363419,1.3986730745714389,1.0
2011-06-17,0.9645985565282233,1.3894646360807792,1.0
2011-06-20,0.955360783060055,1.3819308619908404,1.0
2011-06-21,0.9709271954118652,1.4019178509486803,1.0
2011-06-22,0.9751864537231041,1.4132642289791546,1.0
2011-06-23,0.9670531984552673,1.4083625633317507,1.0
2011-06-24,0.9928081245805773,1.4328395958994045,1.0
2011-06-27,0.9878095426737985,1.4191717609213144,1.0
2011-06-28,0.9883590167232519,1.4146005868165856,1.0
2011-06-29,1.010184242897245,1.4367457612160128,1.0
2011-06-30,1.0131088735232852,1.4418086040663483,1.0
2011-07-01,1.0187476818048875,1.4596145380899719,1.0
2011-07-04,1.0386290126364592,1.4736107100032005,1.0
2011-07-05,1.0416661290984335,1.4853350998569483,1.0
2011-07-06,1.0543958944311371,1.4924213322240603,1.0
2011-07-07,1.0613823955966097,1.4994874344936164,1.0
2011-07-08,1.0648355921854111,1.4997316063272106,1.0
2011-07-11,1.044617468640219,1.4842560878753281,1.0
2011-07-12,1.0136301099753338,1.4520454725169953,1.0
2011-07-13,1.0242597308059507,1.4664272647943817,1.0
2011-07-14,1.0196424517542075,1.4673274713383786,1.0
2011-07-15,1.0203315025273794,1.4781730396965824,1.0
2011-07-18,1.0006635724201816,1.468707156282031,1.0
2011-07-19,0.9976288713370428,1.4691169607899492,1.0
2011-07-20,1.0055386040926722,1.486905810991831,1.0
2011-07-21,0.9919028599236153,1.4808569705802799,1.0
2011-07-22,1.0040113461887772,1.499454217248999,1.0
2011-07-25,0.9946379355644857,1.4855628496637354,1.0
2011-07-26,1.0059855799324278,1.4986763153173914,1.0
2011-07-27,1.0116731553785465,1.5030345255292408,1.0
2011-07-28,0.9966998955186209,1.4905271085808944,1.0
2011-07-29,0.9864663410296668,1.475420167046813,1.0
2011-08-01,1.0006940803095328,1.502994791697323,1.0
2011-08-02,0.9678771111826187,1.468354416850142,1.0
2011-08-03,0.9346543072575314,1.4308152119446778,1.0
2011-08-04,0.9152626745567854,1.398849388694831,1.0
2011-08-05,0.8875608836033135,1.3478886378400103,1.0
2011-08-08,0.8646551521232908,1.2971422590659873,1.0
2011-08-09,0.8421032276095068,1.2511956524742947,1.0
2011-08-10,0.8390256029404627,1.2560979649558295,1.0
2011-08-11,0.8401338597267156,1.264665681042927,1.0
2011-08-12,0.8226629731951659,1.2493260054449682,1.0
2011-08-16,0.8724914380840308,1.3105569416038594,1.0
2011-08-17,0.8695699751934935,1.3201937478272694,1.0
2011-08-18,0.8337229042656914,1.3001063796857855,1.0
2011-08-19,0.7620087941956728,1.2221746228342028,1.0
2011-08-22,0.7439552886693883,1.20011254652326,1.0
2011-08-23,0.7863622987919825,1.2487770700141523,1.0
2011-08-24,0.7798249093336955,1.2340334613980801,1.0
2011-08-25,0.7972812920174165,1.241690515943543,1.0
2011-08-26,0.8102934180467194,1.2525742011296621,1.0
2011-08-29,0.8363126665198186,1.2891999547860455,1.0
2011-08-30,0.8448043050568848,1.2998900863894305,1.0
2011-08-31,0.8589035150644426,1.3259283930593913,1.0
2011-09-01,0.865180456658321,1.3269879755776812,1.0
2011-09-02,0.8544364012050132,1.318420179565827,1.0
2011-09-05,0.8127160385170125,1.261831852490869,1.0
2011-09-06,0.811401315135996,1.24900273650209,1.0
2011-09-07,0.8483191894848271,1.2971153339611647,1.0
2011-09-08,0.8658874793838502,1.3073213708649234,1.0
2011-09-09,0.8423532052685072,1.2839951557695402,1.0
2011-09-14,0.810422747440817,1.2395468495243651,1.0
2011-09-15,0.8261632923359011,1.2582785350457608,1.0
2011-09-16,0.8653807292687753,1.3057412446069858,1.0
2011-09-19,0.8603675492519134,1.292776006749722,1.0
2011-09-20,0.864095456461665,1.3053807955261367,1.0
2011-09-21,0.8652274796451247,1.3174585201947633,1.0
2011-09-22,0.8358668730366555,1.2800680047327595,1.0
2011-09-23,0.7910275887216905,1.207960517064018,1.0
2011-09-26,0.7803312102150357,1.179044910723482,1.0
2011-09-27,0.8242821393482276,1.2394357811931258,1.0
2011-09-28,0.821899697475152,1.2310363368167792,1.0
2011-09-29,0.8475075881250704,1.264779960171564,1.0
2011-09-30,0.846729204272483,1.265613657254859,1.0
2011-10-04,0.8105606230011705,1.2217450839270974,1.0
2011-10-05,0.7903329560507049,1.1954859638401716,1.0
2011-10-06,0.7871734127109232,1.2288009630759003,1.0
2011-10-07,0.8153912371276735,1.2657888826110997,1.0
2011-10-10,0.8113020624849447,1.2712549833757614,1.0
2011-10-11,0.833372189432582,1.2924452922436436,1.0
2011-10-12,0.8417938520319682,1.3035693952044676,1.0
2011-10-13,0.8454139696324705,1.31399025576292,1.0
2011-10-14,0.8448074212347421,1.3232194261509187,1.0
2011-10-17,0.8611944939654183,1.3454076722978627,1.0
2011-10-18,0.8483676958068767,1.3270497623207698,1.0
2011-10-19,0.8640800339781315,1.3399333851870054,1.0
2011-10-20,0.8446836450239122,1.304738431311547,1.0
2011-10-21,0.8549166584722543,1.3299620060378758,1.0
2011-10-24,0.8837341380725836,1.3740964332424512,1.0
2011-10-25,0.8798587627118477,1.3676507344807531,1.0
2011-10-26,0.8709316469604637,1.3724206234865317,1.0
2011-10-27,0.8793230886330642,1.393578844837436,1.0
2011-10-28,0.8825101685060123,1.3995146581660316,1.0
2011-10-31,0.8767259589532593,1.3856472893881353,1.0
2011-11-01,0.8851663393769309,1.3869530135304853,1.0
2011-11-02,0.8868967863565131,1.3792365101248836,1.0
2011-11-03,0.8779160667948106,1.3598126669915478,1.0
2011-11-04,0.9048638972724465,1.4029644437258546,1.0
2011-11-07,0.8947050591115063,1.3968417669484097,1.0
2011-11-08,0.8868894105781648,1.3856934776730339,1.0
2011-11-09,0.8903738349757628,1.3894609481373936,1.0
2011-11-10,0.844727078547407,1.321600335928056,1.0
2011-11-11,0.8725726345880219,1.358733506049037,1.0
2011-11-14,0.8893879701412352,1.3879752308560795,1.0
2011-11-15,0.884108258080124,1.3762026824192342,1.0
2011-11-16,0.871482538810859,1.3546713241811856,1.0
2011-11-17,0.8769373392355766,1.370117031071047,1.0
2011-11-18,0.8595432379484229,1.343120632945385,1.0
2011-11-21,0.8499027313029697,1.3295949040675006,1.0
2011-11-22,0.8559195507041604,1.3345544730008947,1.0
2011-11-23,0.8370948119107748,1.30345184518856,1.0
2011-11-24,0.8439242843481385,1.312669077882984,1.0
2011-11-25,0.8243777514372969,1.2996782393593955,1.0
2011-11-28,0.8372989628718137,1.328628904698647,1.0
2011-11-29,0.8606292975321215,1.3593094261766498,1.0
2011-11-30,0.8498551006034148,1.353253227962291,1.0
2011-12-01,0.8894006626116483,1.405107341753235,1.0
2011-12-02,0.8893326569750263,1.4054369065815557,1.0
2011-12-05,0.893063166977585,1.4108434213939611,1.0
2011-12-06,0.8918880516609837,1.3965326852782247,1.0
2011-12-07,0.8978089476219266,1.4092252654396495,1.0
2011-12-08,0.8883884843120965,1.4045584382869176,1.0
2011-12-09,0.8695094957795333,1.3774109213875676,1.0
2011-12-12,0.8785808901430008,1.3963427995189093,1.0
2011-12-13,0.8522966062547708,1.370643392849948,1.0
2011-12-14,0.8455202077805676,1.3664344737172232,1.0
2011-12-15,0.8296863047364789,1.338579577177768,1.0
2011-12-16,0.8487010184846698,1.3544725165617477,1.0
2011-12-19,0.8294836939234923,1.3085906239043836,1.0
2011-12-20,0.8415915449117308,1.32099382344097,1.0
2011-12-21,0.8624963056655696,1.362278466248836,1.0
2011-12-22,0.8632302014240248,1.3618122698583575,1.0
2011-12-23,0.8673152210756351,1.3769786966071194,1.0
2011-12-26,0.8631683675907942,1.36942865880783,1.0
2011-12-27,0.8574517871992507,1.35895758659381,1.0
2011-12-28,0.8523288999023355,1.3468981602234693,1.0
2011-12-29,0.851144918863431,1.3476709851926674,1.0
2012-01-02,0.8550025748339253,1.3486795832592897,1.0
2012-01-03,0.8550025748339253,1.3853120104837988,1.0
2012-01-04,0.8550025748339253,1.3790371307506946,1.0
2012-01-05,0.8550025748339253,1.3777819253138148,1.0
2012-01-06,0.8550025748339253,1.362854901265386,1.0
2012-01-09,0.8550025748339253,1.3510048160132466,1.0
2012-01-10,0.8550025748339253,1.3711486237038348,1.0
2012-01-11,0.8550025748339253,1.3658962823799639,1.0
2012-01-12,0.8550025748339253,1.380502319190415,1.0
2012-01-13,0.8550025748339253,1.389111989852017,1.0
2012-01-16,0.8550025748339253,1.3772639534729891,1.0
2012-01-17,0.8550025748339253,1.4026507104208235,1.0
2012-01-18,0.8550025748339253,1.402888630816761,1.0
2012-01-19,0.8550025748339253,1.4202568975144916,1.0
2012-01-20,0.8550025748339253,1.446685100801597,1.0
2012-01-25,0.8550025748339253,1.448870640562711,1.0
2012-01-26,0.8550025748339253,1.4528995899765786,1.0
2012-01-27,0.8550025748339253,1.4592104953378247,1.0
2012-01-30,0.8550025748339253,1.4418475676739124,1.0
2012-01-31,0.8550025748339253,1.4536653179862444,1.0
2012-02-01,0.8550025748339253,1.4570280559239763,1.0
2012-02-02,0.8550025748339253,1.476359305916904,1.0
2012-02-03,0.8550025748339253,1.4682199470079926,1.0
2012-02-06,0.8550025748339253,1.4693719726232823,1.0
2012-02-07,0.8550025748339253,1.4765270785167077,1.0
2012-02-08,0.8550025748339253,1.4938319041738994,1.0
2012-02-09,0.8550025748339253,1.5026987445320203,1.0
2012-02-10,0.8550025748339253,1.4878089145165354,1.0
2012-02-13,0.8550025748339253,1.4971457608839973,1.0
2012-02-14,0.8550025748339253,1.4952006152183286,1.0
2012-02-15,0.8550025748339253,1.5129461160035853,1.0
2012-02-16,0.8550025748339253,1.4927244304327822,1.0
2012-02-17,0.8550025748339253,1.512803999657301,1.0
2012-02-20,0.8550025748339253,1.5143130049952205,1.0
2012-02-21,0.8550025748339253,1.514190919467889,1.0
2012-02-22,0.8550025748339253,1.5180644231073976,1.0
2012-02-23,0.8550025748339253,1.5031092495900535,1.0
2012-02-24,0.8550025748339253,1.512612408463665,1.0
2012-02-27,0.8550025748339253,1.4916738186132983,1.0
