date,gate_only_mcap_drawdown,kospi_buy_and_hold_drawdown
2010-10-19,0.0,-0.02309027920332085
2010-10-20,0.0,-0.01585942616420588
2010-10-21,0.0,-0.013183632820835012
2010-10-22,0.0,-0.000895517634542542
2010-10-25,0.0,0.0
2010-10-26,0.0,0.0
2010-10-27,-0.006085829407652454,-0.0047702055925854525
2010-10-28,-0.019210757301605486,-0.005310013009830361
2010-10-29,-0.02494000218548087,-0.01794952768966096
2010-11-01,0.0,-0.0006656857042254272
2010-11-02,0.0,0.0
2010-11-03,0.0,0.0
2010-11-04,0.0,0.0
2010-11-05,0.0,-0.001318252345058446
2010-11-08,-2.4090354192929375e-05,0.0
2010-11-09,-0.0018706567577474464,0.0
2010-11-10,0.0,0.0
2010-11-11,-0.0805641239307342,-0.026523644192955387
2010-11-12,-0.0687560785071476,-0.026926201802911165
2010-11-15,-0.06974354337827238,-0.025883841482028713
2010-11-16,-0.07173275866404338,-0.03265487815644186
2010-11-17,-0.07079430172099055,-0.033229664812401416
2010-11-18,-0.03872608334573524,-0.01727502629265909
2010-11-19,-0.03454598910468121,-0.010266773675172702
2010-11-22,-0.043577538577585395,-0.007736284332791832
2010-11-23,-0.06477905694305108,-0.015308078507385248
2010-11-24,-0.05944788283750724,-0.01619236294994142
2010-11-25,-0.0778615681796988,-0.01504567654033917
2010-11-26,-0.08440279640124404,-0.02803902280982984
2010-11-29,-0.08297842284453683,-0.031007797406154336
2010-11-30,-0.08501219707335961,-0.025988552981817792
2010-12-01,-0.066186728968884,-0.01290974676595924
2010-12-02,-0.05183729385100033,-0.001846407111727344
2010-12-03,-0.03686797866312275,0.0
2010-12-06,-0.04645871206208119,-0.0013462023968847658
2010-12-07,-0.03715625013972601,0.0
2010-12-08,-0.039764888257037834,-0.0031755568746912877
2010-12-09,-0.0028759050449281842,0.0
2010-12-10,-0.016354984097709746,-0.00111254825128837
2010-12-13,-0.005864184897705793,0.0
2010-12-14,0.0,0.0
2010-12-15,0.0,0.0
2010-12-16,-0.01953881016682535,-0.003869079316799473
2010-12-17,-0.005781649416518153,0.0
2010-12-20,-0.003707809464542744,-0.0026327615316422692
2010-12-21,-0.002698863832253373,0.0
2010-12-22,0.0,0.0
2010-12-23,-0.00018667326499521852,-0.00012324621438175587
2010-12-24,-0.005080733882747102,-0.0036097791950104874
2010-12-27,-0.019726556266932316,-0.00690896038942046
2010-12-28,-0.01595931407446749,-0.0011981566537990762
2010-12-29,-0.01174434483895237,0.0
2010-12-30,-0.023484526585556775,0.0
2011-01-03,-0.014865612742600787,0.0
2011-01-04,-0.00031997576342901457,0.0
2011-01-05,0.0,-0.00045344987940909576
2011-01-06,0.0,-0.002400100425492324
2011-01-07,0.0,0.0
2011-01-10,-0.003675274155453323,-0.0022279690074183955
2011-01-11,0.0,0.0
2011-01-12,0.0,0.0
2011-01-13,-0.009489019597696435,-0.0022863107758589463
2011-01-14,0.0,0.0
2011-01-17,-0.007988837238251167,-0.0035882299620203506
2011-01-18,-0.01889309078366852,-0.004724101298344996
2011-01-19,-0.006418419191051572,0.0
2011-01-20,-0.014855946260147856,-0.003986042800144807
2011-01-21,-0.06360737889807755,-0.021023055834296644
2011-01-24,-0.057256370388214406,-0.014939808549669698
2011-01-25,-0.053957123086448844,-0.012553516416967225
2011-01-26,-0.03144992769689503,-0.0009540654857375097
2011-01-27,-0.031887200480746225,0.0
2011-01-28,-0.07802373326489498,-0.0028043190089641623
2011-01-31,-0.1115302107647067,-0.02034687052821571
2011-02-01,-0.10439295351195788,-0.018840446500287933
2011-02-07,-0.09871692001892829,-0.013657935109543051
2011-02-08,-0.11056617057736473,-0.018947176153682688
2011-02-09,-0.14752980645349145,-0.030015917842903472
2011-02-10,-0.15682318114877336,-0.04719804251573256
2011-02-11,-0.16822367275221128,-0.06171689775700551
2011-02-14,-0.14367557713619072,-0.04349163318987137
2011-02-15,-0.14624624405230824,-0.0451229159746811
2011-02-16,-0.1746883439383169,-0.05498194823527258
2011-02-17,-0.16739137683477956,-0.06004623312742863
2011-02-18,-0.1564866535422279,-0.042595405322708446
2011-02-21,-0.16121676509932747,-0.04586379037072008
2011-02-22,-0.17742156037941226,-0.06221127760486733
2011-02-23,-0.18325611182299262,-0.06601913189236763
2011-02-24,-0.18476961779668943,-0.0711396091136417
2011-02-25,-0.182191003390057,-0.06430074408182518
2011-02-28,-0.18749775900696308,-0.07543913490869492
2011-03-02,-0.1876041611618502,-0.08036959700290391
2011-03-03,-0.15845207987216747,-0.05977013467948722
2011-03-04,-0.1456430885841995,-0.04333214197746904
2011-03-07,-0.16193519553424907,-0.054584654761385965
2011-03-08,-0.15644475780605926,-0.04667244976149554
2011-03-09,-0.15129787932493566,-0.043833453116239984
2011-03-10,-0.17394090798017503,-0.05302807787599506
2011-03-11,-0.18959862411051198,-0.06522103287976644
2011-03-14,-0.16679364843422728,-0.05574984555352869
2011-03-15,-0.18945267110490527,-0.07802426040606891
2011-03-16,-0.16809843793432888,-0.06124723393938791
2011-03-17,-0.14473902542868733,-0.06035362352974971
2011-03-18,-0.13932701870252506,-0.049387302423262724
2011-03-21,-0.13294797854246743,-0.03837655844806476
2011-03-22,-0.11840281911158446,-0.032963402925612284
2011-03-23,-0.12562724882121412,-0.03321219907618089
2011-03-24,-0.09998324533460701,-0.021021728735577727
2011-03-25,-0.08741541641002637,-0.01242764871097457
2011-03-28,-0.08218410932964604,-0.010889966635716841
2011-03-29,-0.07100476063950556,-0.0030378866594180653
2011-03-30,-0.054244090454113936,0.0
2011-03-31,-0.07421659776698153,0.0
2011-04-01,-0.07635909557598008,0.0
2011-04-04,-0.08654622113858401,-0.001788185045784041
2011-04-05,-0.07980502146081592,0.0
2011-04-06,-0.07095910330479271,-0.0011106520410547605
2011-04-07,-0.08597613526056724,-0.0028998965779448715
2011-04-08,-0.08574755391580668,0.0
2011-04-11,-0.08627927346341302,-0.002366683881331988
2011-04-12,-0.10363726209737079,-0.017628491451466943
2011-04-13,-0.07838888937195598,-0.0019535578338844006
2011-04-14,-0.037093447619874764,0.0
2011-04-15,-0.041706718906732054,0.0
2011-04-18,-0.04300973763269711,-0.00041052860765633525
2011-04-19,-0.052063206672999796,-0.006968372375376397
2011-04-20,-0.028808765533668956,0.0
2011-04-21,-0.021770968060223495,0.0
2011-04-22,-0.03187670551589561,0.0
2011-04-25,-0.020479326898564354,0.0
2011-04-26,-0.02823820327100135,-0.003914788139912084
2011-04-27,-0.04012087035393541,-0.0024432514368771807
2011-04-28,-0.013308641351989725,-0.0009462520774429217
2011-04-29,-0.03051403627809246,-0.007189393537719635
2011-05-02,-0.008448488709933533,0.0
2011-05-03,-0.02757007751397944,-0.012111391311315778
2011-05-04,-0.043731964514187815,-0.020629054103485922
2011-05-06,-0.07085098125867018,-0.03495123574519543
2011-05-09,-0.07415814250470587,-0.03836127287539004
2011-05-11,-0.06267695065347245,-0.025612019173810396
2011-05-12,-0.0913887276422174,-0.045003323943674456
2011-05-13,-0.0904830292106904,-0.045393173605076664
2011-05-16,-0.11558347767298316,-0.05219624721883254
2011-05-17,-0.11482004749513763,-0.052631898147928236
2011-05-18,-0.0874194290089344,-0.037041188901078215
2011-05-19,-0.10242527293903447,-0.05483735617150587
2011-05-20,-0.0908990275522974,-0.047338993939483154
2011-05-23,-0.14606174546671902,-0.07191660294112945
2011-05-24,-0.14638482747915038,-0.0688617022508825
2011-05-25,-0.1519639967132892,-0.08014157735616201
2011-05-26,-0.11761944546028658,-0.05429645237810443
2011-05-27,-0.11242006212481392,-0.05022151377036155
2011-05-30,-0.12498871589086569,-0.052758583139110526
2011-05-31,-0.09343586712436225,-0.030157810146743014
2011-06-01,-0.10277713351719908,-0.03018852740314959
2011-06-02,-0.10928076190015878,-0.042135767347893704
2011-06-03,-0.11042751007316753,-0.04184643961466972
2011-06-07,-0.1357217584717444,-0.04750213863395636
2011-06-08,-0.15200551505772242,-0.054482001035329075
2011-06-09,-0.1659444879431966,-0.05948759002685
2011-06-10,-0.1748518376801942,-0.0702730540679436
2011-06-13,-0.16317838766983173,-0.06889642491607229
2011-06-14,-0.12914542360064185,-0.05568208725645163
2011-06-15,-0.12872533094209881,-0.050972447521730246
2011-06-16,-0.14990484049091135,-0.06876979539297468
2011-06-17,-0.16058761370246355,-0.07490073207551262
2011-06-20,-0.1702166750292179,-0.079916684777245
2011-06-21,-0.15462792989448038,-0.06660943796233754
2011-06-22,-0.1498238175867177,-0.059055070807522037
2011-06-23,-0.15550977906679964,-0.06231857761746462
2011-06-24,-0.1330805528751735,-0.04602188008281505
2011-06-27,-0.13844558747625946,-0.05512186276967834
2011-06-28,-0.14486006763116144,-0.05816532980585132
2011-06-29,-0.12763985203531447,-0.04342117288887082
2011-06-30,-0.1259487660423192,-0.04005035502647958
2011-07-01,-0.11838215703107624,-0.0281952447183621
2011-07-04,-0.10121708984819244,-0.018876656785678403
2011-07-05,-0.09657134829631098,-0.011070611069281422
2011-07-06,-0.08540042138991288,-0.006352629621657946
2011-07-07,-0.07919741000505343,-0.0016480507019063229
2011-07-08,-0.07619015470129498,-0.001485482199880317
2011-07-11,-0.09365625908869135,-0.011789012364541551
2011-07-12,-0.13624701420287233,-0.033234694329820846
2011-07-13,-0.12692281503090808,-0.023659362103460646
2011-07-14,-0.1306368937085728,-0.02306000865954616
2011-07-15,-0.1301390095334778,-0.015839078318562683
2011-07-18,-0.14680996562505966,-0.022141420666591194
2011-07-19,-0.1496083810074752,-0.021868574679422714
2011-07-20,-0.1424840264439985,-0.010024838702523464
2011-07-21,-0.15377717547816572,-0.014052129279922942
2011-07-22,-0.14349418085635424,-0.0016701665930777265
2011-07-25,-0.1513136716274076,-0.010918976278400438
2011-07-26,-0.1373955949871455,-0.002188090179443436
2011-07-27,-0.13299138746364747,0.0
2011-07-28,-0.14750807345031913,-0.008321443543648721
2011-07-29,-0.15535993545006277,-0.01837240463435419
2011-08-01,-0.13869682689904306,-2.643574132388249e-05
2011-08-02,-0.1925959574044378,-0.023073394582794116
2011-08-03,-0.21452245214295784,-0.048049005101285736
2011-08-04,-0.23280645989980053,-0.06931652937095678
2011-08-05,-0.24867926502792026,-0.10322177239049202
2011-08-08,-0.25893067370967526,-0.1369843892246958
2011-08-09,-0.25893067370967526,-0.16755361821530346
2011-08-10,-0.25893067370967526,-0.1642920081868786
2011-08-11,-0.25893067370967526,-0.15859172922350573
2011-08-12,-0.25893067370967526,-0.1687975331071906
2011-08-16,-0.25893067370967526,-0.12805932309346468
2011-08-17,-0.25893067370967526,-0.12164775631989588
2011-08-18,-0.25893067370967526,-0.1350122983848301
2011-08-19,-0.25893067370967526,-0.18686191030518284
2011-08-22,-0.25893067370967526,-0.20154026661451263
2011-08-23,-0.25893067370967526,-0.16916275121861268
2011-08-24,-0.25893067370967526,-0.17897197939378096
2011-08-25,-0.25893067370967526,-0.17387758241526396
2011-08-26,-0.25893067370967526,-0.16663644124301658
2011-08-29,-0.25893067370967526,-0.14226856875952398
2011-08-30,-0.25893067370967526,-0.13515620279466312
2011-08-31,-0.25893067370967526,-0.11783237807360936
2011-09-01,-0.25893067370967526,-0.11712741587860132
2011-09-02,-0.25893067370967526,-0.12282774801757024
2011-09-05,-0.25893067370967526,-0.16047713405215414
2011-09-06,-0.25893067370967526,-0.1690126106302864
2011-09-07,-0.25893067370967526,-0.1370023030545947
2011-09-08,-0.25893067370967526,-0.1302120153197438
2011-09-09,-0.25893067370967526,-0.14573142934462768
2011-09-14,-0.25893067370967526,-0.17530380808258395
2011-09-15,-0.25893067370967526,-0.16284122974307447
2011-09-16,-0.25893067370967526,-0.1312633060460039
2011-09-19,-0.25893067370967526,-0.1398893473225331
2011-09-20,-0.25893067370967526,-0.1315031202849497
2011-09-21,-0.25893067370967526,-0.12346755991458902
2011-09-22,-0.25893067370967526,-0.14834424426675863
2011-09-23,-0.25893067370967526,-0.19631884927016086
2011-09-26,-0.25893067370967526,-0.21555700105536646
2011-09-27,-0.25893067370967526,-0.1753777041437541
2011-09-28,-0.25893067370967526,-0.18096602845279752
2011-09-29,-0.25893067370967526,-0.15851569695232637
2011-09-30,-0.25893067370967526,-0.15796102101565646
2011-10-04,-0.25893067370967526,-0.1871476914364939
2011-10-05,-0.25893067370967526,-0.20461842789724127
2011-10-06,-0.25893067370967526,-0.1824532689006454
2011-10-07,-0.25893067370967526,-0.15784443995696196
2011-10-10,-0.25893067370967526,-0.15420772990684717
2011-10-11,-0.25893067370967526,-0.14010937853303507
2011-10-12,-0.25893067370967526,-0.1327082824358533
2011-10-13,-0.25893067370967526,-0.12577506807420513
2011-10-14,-0.25893067370967526,-0.11963470986470293
2011-10-17,-0.25893067370967526,-0.10487241015030924
2011-10-18,-0.25893067370967526,-0.11708630787872565
2011-10-19,-0.25893067370967526,-0.10851456674609983
2011-10-20,-0.25893067370967526,-0.1319304985012707
2011-10-21,-0.25893067370967526,-0.11514873181667173
2011-10-24,-0.25893067370967526,-0.0857851833053459
2011-10-25,-0.26337932593678937,-0.0900736401918758
2011-10-26,-0.2737702039679164,-0.08690013424456633
2011-10-27,-0.27135080511901966,-0.07282313136038165
2011-10-28,-0.2688484860002639,-0.06887391181300928
2011-10-31,-0.2740198113844695,-0.07810015947555937
2011-11-01,-0.2673575438010798,-0.07723143416009126
2011-11-02,-0.26574147883203825,-0.08236538369653623
2011-11-03,-0.28515039571537093,-0.09528846883092223
2011-11-04,-0.2735237977794932,-0.06657869802967431
2011-11-07,-0.28509840758610105,-0.07065224169979667
2011-11-08,-0.2910435244989591,-0.07806942945298567
2011-11-09,-0.28822767705928876,-0.07556285332291768
2011-11-10,-0.32478879430650165,-0.12071192412383158
2011-11-11,-0.31650297671639716,-0.09600645695706367
2011-11-14,-0.31650297671639716,-0.0765513318016744
2011-11-15,-0.3154350158558179,-0.08438385210436017
2011-11-16,-0.32510916564311154,-0.09870911068780286
2011-11-17,-0.32255703641175937,-0.08843276198954342
2011-11-18,-0.3249477980618747,-0.10639402479962834
2011-11-21,-0.32864028065668593,-0.11539297236081092
2011-11-22,-0.32864028065668593,-0.11209326842909462
2011-11-23,-0.32864028065668593,-0.13278649089607897
2011-11-24,-0.32864028065668593,-0.12665407508136006
2011-11-25,-0.32864028065668593,-0.13529714901142442
2011-11-28,-0.32864028065668593,-0.11603567174824736
2011-11-29,-0.32864028065668593,-0.09562328536796794
2011-11-30,-0.32864028065668593,-0.09965259947319538
2011-12-01,-0.32864028065668593,-0.06515298358933186
2011-12-02,-0.32038778853787364,-0.0649337172832537
2011-12-05,-0.31786677925180606,-0.06133665100129204
2011-12-06,-0.31795501974061113,-0.07085788013652927
2011-12-07,-0.31372204893571354,-0.06241324367220347
2011-12-08,-0.3217127324919401,-0.06551818043411095
2011-12-09,-0.3446319240480432,-0.08357998569423364
2011-12-12,-0.3388385948691992,-0.07098421506502905
2011-12-13,-0.3586480506895333,-0.08808256259627567
2011-12-14,-0.3635170441125132,-0.09088284366849042
2011-12-15,-0.3635170441125132,-0.10941528325409944
2011-12-16,-0.3635170441125132,-0.09884138151462762
2011-12-19,-0.3635170441125132,-0.129367554984401
2011-12-20,-0.3635170441125132,-0.12111544944329977
2011-12-21,-0.3635170441125132,-0.09364792151453893
2011-12-22,-0.3635170441125132,-0.09395809162877133
2011-12-23,-0.3635170441125132,-0.08386755379270827
2011-12-26,-0.36926371479927067,-0.08889075031351412
2011-12-27,-0.37165271523255716,-0.0958573715295723
2011-12-28,-0.37165271523255716,-0.10388075766309723
2011-12-29,-0.37165271523255716,-0.10336658120469167
2012-01-02,-0.37165271523255716,-0.10269554002134473
2012-01-03,-0.37165271523255716,-0.07832322747475817
2012-01-04,-0.3761518663118216,-0.08249803492363883
2012-01-05,-0.3774821705528366,-0.08333314909803724
2012-01-06,-0.3862625889808484,-0.09326440735916919
2012-01-09,-0.3884845668193163,-0.10114851451097717
2012-01-10,-0.3884845668193163,-0.08774642204507377
2012-01-11,-0.3884845668193163,-0.09124091351194241
2012-01-12,-0.3884845668193163,-0.0815232147083782
2012-01-13,-0.38920849369514376,-0.07579502249764347
2012-01-16,-0.3956583824077945,-0.08367776649173508
2012-01-17,-0.3898363542640292,-0.06678743129541265
2012-01-18,-0.40151968084138623,-0.06662913792829672
2012-01-19,-0.3949369637176704,-0.05507367037068023
2012-01-20,-0.3856407278757772,-0.03749043935487928
2012-01-25,-0.3796158832364773,-0.036036354485907696
2012-01-26,-0.3837789516466049,-0.03335581099509932
2012-01-27,-0.3965105654652409,-0.02915703494966959
2012-01-30,-0.41251607093573006,-0.0407089503375071
2012-01-31,-0.410708910273642,-0.03284635629085941
2012-02-01,-0.41450349565447975,-0.030609057093392344
2012-02-02,-0.4145108126768072,-0.017747576093066764
2012-02-03,-0.4306925963782757,-0.023162860153854048
2012-02-06,-0.4333358880170258,-0.022396393651772817
2012-02-07,-0.42297512814006855,-0.017635953507587843
2012-02-08,-0.4172245557642148,-0.006122694588203803
2012-02-09,-0.4144073248628677,-0.00022340205199355978
2012-02-10,-0.4282822804572769,-0.010129914352662084
2012-02-13,-0.4227355903504494,-0.0039179170838873345
2012-02-14,-0.4255900288572224,-0.005212062782226301
2012-02-15,-0.42092269512995084,0.0
2012-02-16,-0.43039042001365035,-0.013365767198780465
2012-02-17,-0.41516299377614274,-9.39335147371878e-05
2012-02-20,-0.4145600010859737,0.0
2012-02-21,-0.41250973241518296,-8.062106508277544e-05
2012-02-22,-0.4114544175382858,0.0
2012-02-23,-0.42124638423500715,-0.00985147487135729
2012-02-24,-0.41929991543372025,-0.0035914250810071824
2012-02-27,-0.43147021678411324,-0.01738437716633867
2012-02-28,-0.4305094298074773,-0.010758018361826327
2012-02-29,-0.41291594562505873,0.0
2012-03-02,-0.4097266636466077,0.0
2012-03-05,-0.41228721207896557,-0.008859019663422951
2012-03-06,-0.41795797535327783,-0.016320306605799306
2012-03-07,-0.42770026294778996,-0.025002206247897618
2012-03-08,-0.42532320149756375,-0.015491858503763223
2012-03-09,-0.42063447288925726,-0.006470343847268412
2012-03-12,-0.4282272743903317,-0.013862672187100467
2012-03-13,-0.4146060793164853,-0.002444704608408954
2012-03-14,-0.41090902356883263,0.0
2012-03-15,-0.40846778601538003,-0.00032742200310742486
2012-03-16,-0.41667856643871615,-0.004582463367157619
2012-03-19,-0.4185082324002084,0.0
2012-03-20,-0.4185422761180281,-0.0021118789430980556
2012-03-21,-0.4222497453120351,-0.009084191086705995
2012-03-22,-0.41877353415914664,-0.009296688041323553
2012-03-23,-0.4223680304233991,-0.008704430288557385
2012-03-26,-0.42386642262110896,-0.012096338263896
2012-03-27,-0.41419714048249545,-0.0016814665213424895
2012-03-28,-0.4094082323641959,-0.005328940714400265
2012-03-29,-0.4102013460311996,-0.013482995942904252
2012-03-30,-0.41456484367118096,-0.013365826113513002
2012-04-02,-0.3948794221174837,-0.005591661733064357
2012-04-03,-0.37867500100953044,0.0
2012-04-04,-0.3852464776109582,-0.01465999676685903
2012-04-05,-0.36810938209734423,-0.00917283485741116
2012-04-06,-0.3676664162526644,-0.008787492306636557
2012-04-09,-0.37499267855635077,-0.023966671635205605
2012-04-10,-0.38121880271468644,-0.024977961051066866
2012-04-12,-0.3878404048507552,-0.02837780290770764
2012-04-13,-0.38330115034016443,-0.017118189354964897
2012-04-16,-0.3845973881043825,-0.024839789620046293
2012-04-17,-0.3992973901939164,-0.028346434499260442
2012-04-18,-0.3906165688946234,-0.01855136412864955
2012-04-19,-0.3922309296295089,-0.02055418240799045
2012-04-20,-0.40033226974946823,-0.032430474735239745
2012-04-23,-0.4019232654930689,-0.033188404900297175
2012-04-24,-0.3809032182681418,-0.037294304959269775
2012-04-25,-0.37621500058558444,-0.037698637668738266
2012-04-26,-0.3708616410439546,-0.036230622785643596
2012-04-27,-0.36578699170410556,-0.030241136974747285
2012-04-30,-0.3538973553985447,-0.02640741057897711
2012-05-02,-0.3624800367159594,-0.017542585558465995
2012-05-03,-0.3700167149227619,-0.01920667193443293
